,기업명,대학,전공,채용시기,채용유형,직무명,학점,어학,자격증,수상,인턴,동아리,질문1,답변1,질문2,답변2
10,삼성전자,서울4년,컴퓨터공학과,2022년 상반기,신입,개발,4.1,"{'토익': 845, '오픽': 'IH'}",0.0,0.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (영문작성 시 1400자) 이내보기,"{'기업성': ['삼성전자의 혁신', '글로벌 기업으로의 인정', '사용자를 위한 제품 개발', '사용자 중심의 기술 발전'], '태도': ['사람을 향하는 서비스 개발 의지', '사용자 관점에서의 프로젝트 진행', '다양한 사용자 필요 충족 의지', '약자 소외 방지에 대한 책임감'], '핵심경험': ['졸업 프로젝트에서 사용자 관점 적용', '프로젝트 주제 선정의 어려움 경험']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)(영문작성 시 3000자) 이내보기","{'기업성': ['백엔드 개발에 대한 관심과 경험', '다양한 기술 분야에 대한 탐색', '연구실 홈페이지 개발 및 관리'], '태도': ['자기 반성', '지속적인 대화와 학습', '협업을 통한 경험 확장'], '핵심경험': ['학부 연구생으로 1년 6개월 활동', '스프링부트로 백엔드 개발', '데이터베이스 연동 백오피스 기능 개발', '졸업 프로젝트에서 백엔드 개발', '온 프레미스 환경에서 배포 구축']}"
11,삼성전자,고졸,오픽 IM1,2022년 하반기,신입,생산/제조,0.0,{},0.0,0.0,0.0,0.0,Q1.자기소개 (400자이내)보기,"{'기업성': ['도전정신', '열정', '극복능력'], '태도': ['위기의식', '성장지향', '자기개발 의지'], '핵심경험': ['공장 견학', '마이스터 고등학교 진학', '국가기술 자격시험 실패', '성적 향상 경험']}",Q2.장점 (200자이내)보기,"{'기업성': ['기록을 중시하는 문화', '창의적 문제 해결 능력', '팀워크와 협업 강조'], '태도': ['일상에서의 감정과 경험 기록 습관', '팀의 목표 달성을 위한 기여 의지', '기술과 프로그램에 대한 정리 및 공유'], '핵심경험': ['작사 활동을 위한 감정 및 경험 기록', '프로젝트 수업 졸업작품 구상 단계에서의 자료 정리', '팀의 제품 구상 및 완성 1등 달성']}"
12,삼성전자,서울4년,기계공학과,2022년 하반기,신입,생산/제조,3.55,{'오픽': 'IM1'},3.0,1.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오보기,"{'기업성': ['CMP공정의 중요성 인식', '반도체 시장의 고도화에 따른 기술적 요구', '삼성전자의 메모리 분야 초격차 유지 목표', 'AI반도체와 HBM-PIM 기술의 발전'], '태도': ['설비 문제 발생 시 원인 파악 및 대응 의지', '협업을 통한 문제 해결 접근', '효율적인 설비 운영을 통한 기여 의지', '수율과 생산성 향상에 대한 책임감'], '핵심경험': ['설계 프로젝트에서 역학적 지식 활용', '문제 분석 및 대안 제시 경험', '공정 간 문제 평가 및 원인 좁히기', '설비 활동을 통한 불량 가능성 차단 경험']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다.보기","{'기업성': ['삼성전자의 노하우와 툴에 빠르게 적응하는 Fast Follower', '설비 가동률 향상을 위한 공정 간 이슈 분석 및 신속한 해결'], '태도': ['문제에 대한 역학적인 접근의 중요성 인식', '정확한 원인 분석과 목표 지향', '업무 우선순위 판단의 중요성 인식', '협업을 통한 상호 이해 이끌어내기'], '핵심경험': ['과학 자생동아리 활동', '전기분해를 이용한 수질정화 주제로 교내 창의학술 논문대회 참가', '종합설계 프로젝트 주도', '기포 제거를 위한 유체 소자 설계 프로젝트', '정비중대장으로서 불가동 장비 감소 목표 달성']}"
13,삼성전자,서울4년,신소재공학과,2022년 하반기,신입,엔지니어링,3.66,"{'토익': 940, '오픽': 'IH'}",0.0,0.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. - 700자 (영문작성 시 1400자) 이내보기,"{'기업성': ['4차 산업 혁명 시대의 높은 미래 가치', '반도체 산업의 중요성', 'R&D의 중요성을 공감하는 기업', '삼성전자의 패키지 공정 혁신 필요성'], '태도': ['금속재료에 대한 깊은 이해', '소통을 최우선으로 하는 협업 태도', '조직 기여 의지'], '핵심경험': ['2년 동안 금속재료 연구', '패키지 공정의 구조적 혁신 필요성 인식', '전기적/기계적/열적 신뢰성 확보를 위한 연구', '반도체 패키지 용 유/무기 소재 연구']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능) - 1500자 (영문작성 시 3000자) 이내보기","{'기업성': ['금속 상변태 연구실에서의 연구 경험', '삼성인으로서의 준비와 자신감', 'AI 기반 초임계 소재 개발 연구 주제'], '태도': ['문제해결 능력', '인적 인프라 활용 능력', '소통을 통한 통일성 유지', '끈질긴 연구 자세', '후공정의 중요성 이해'], '핵심경험': ['고망간 TWIP강의 인장시험 중 저항 변화와 PLC 현상 연구', 'O OOOOOO OOOOOOOOOO에 공동저자로 논문 게재', '중망간강의 용접성 연구 및 1 저자로 구두 발표', '알키미스트 대형 과제의 주관연구개발기관 연구원으로서의 경험', '3단계 계획서 작성 총괄 업무 및 신개발 강종의 용접성 연구']}"
14,삼성전자,대학원,산업공학전공,2022년 상반기,신입,데이터,4.24,{'오픽': 'IM1'},2.0,0.0,0.0,3.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (700자)보기,"{'기업성': ['변화를 두려워하지 않는 기업 문화', '지속적인 경쟁력 유지', 'AI 분야에 대한 투자와 교육', '빅스비와 같은 AI 플랫폼 보유'], '태도': ['어제보다 나은 오늘, 오늘보다 나은 내일이라는 좌우명', '매일 배우고 익히는 자세', '변화에 대한 긍정적인 태도', '고객 경험과 가치를 증대시키려는 의지'], '핵심경험': ['대학원 과정 동안의 논문과 프로젝트 경험', 'AI 분야에 대한 확신과 매진 의지', '삼성전자의 교육 프로그램을 통한 성장 의지']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (1500자)보기","{'기업성': ['효율적이고 효과적인 문제 해결 능력', 'AI 분야에 대한 관심과 연구 경험', '새로운 가치 창출을 통한 인류 기여'], '태도': ['책임감 있는 소대 병력 관리', '우선순위에 따른 업무 분류', '지속적인 자기 발전을 위한 노력', '협업을 통한 목표 달성 의지'], '핵심경험': ['산업공학과 진학 후 창의력 개발', '컴퓨터 공학 복수전공 선택', '초급 장교로서 군 생활 경험', 'AI 연구실에서의 학부 연구생 경험', '대학원 과정 중 다양한 데이터 분석 프로젝트 수행', 'Python과 PyTorch를 활용한 데이터 처리 및 모델 구성']}"
15,삼성전자,서울4년,교육학과,2020년 상반기,신입,인사/총무,4.0,{'토스': 'Level7'},0.0,2.0,4.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['HRD 직무의 중요성 인식', '디지털 트렌스포메이션의 필요성 강조', '교육적 가치를 기업현장에 전달'], '태도': ['지식 전달을 통한 타인 성장 기여 의지', '성취감 추구', '교육 운영 지원을 통한 빠른 적응 의지'], '핵심경험': ['교육학, 교육공학 복수전공', '신입 초기 교육 운영 경험', '선배 교육 운영 업무 지원']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다.보기","{'기업성': ['정정당당한 책임감', '팀워크의 중요성', '교육과정 기획 및 운영'], '태도': ['책임감 있는 자세', '인간관계에 대한 배려', '주어진 일에 최선을 다하는 노력'], '핵심경험': ['꿈길프로젝트 대외협력팀에서 멘토 섭외', '200개 위탁계약서 확보를 위한 노력', '단체위탁계약서 제안 및 효율화']}"
16,삼성전자,서울4년,교육학과,2022년 상반기,신입,영업/제휴,4.0,{'토스': 'Level7'},0.0,2.0,4.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['삼성전자의 라이브커머스 전문가로서의 비전', '온라인 영업 직무의 중요성', '라이브커머스 시장의 성장 가능성', '소비자 경험 창출을 위한 전략 필요성'], '태도': ['팀프로젝트와 대외활동을 통한 협업 경험', '타겟의 니즈 분석 및 솔루션 제공에 대한 성취감', '행동 변화 유도를 통한 영업 및 마케팅의 연관성 인식', '조직 기여를 위한 적극적인 자세'], '핵심경험': ['약 15회의 삼성전자 비스포크 큐브에어, 제트 네이버 쇼핑라이브 라이브커머스 기획 및 운영', '약 80회의 라이브커머스 기획 및 운영 경험', '국내 및 글로벌 플랫폼에서의 라이브커머스 기능 도입 계획 발표', '스마트스토어 운영 및 방송 현장 PD 경험']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['정정당당한 책임감 강조', '팀워크의 중요성 인식', '제품에 대한 책임 다하기'], '태도': ['책임감 있는 자세', '주어진 일에 최선을 다하는 자세', '인간관계에 긍정적 영향 미치기'], '핵심경험': ['대학교 2학년 OO프로젝트 대외 협력팀에서 멘토 섭외 담당', '추가 멘토 섭외를 통해 팀원과의 관계 회복', 'OOOOOOO 인턴 기간 동안 200개 위탁계약서 확보 목표 설정', '위탁계약서 회신 지연 원인 분석 및 해결 방안 제안', '단체 위탁계약서 도입으로 업무 효율화']}"
17,삼성전자,서울4년,산업경영공학과,2022년 상반기,신입,엔지니어링,3.99,{'오픽': 'IH'},0.0,0.0,0.0,1.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오보기,"{'기업성': ['삼성전자의 메모리 반도체 시장 선도', '초격차 확보를 위한 지속적인 도전'], '태도': ['데이터를 통한 문제 해결 의지', '현업에 대한 이해 기반의 목표 설정', '조직의 일원으로 기여하고자 하는 의지'], '핵심경험': [""산업공학 동아리에서 '앙상블 학습을 통한 DRAM 모듈 출하 품질보증 검사 불량 예측' 논문 분석"", '품질공학 강의에서 반도체 데이터 특징과 데이터 판별법 학습', '동아리에서 다양한 예측 모델 수립 프로젝트 수행', ""장기현장실습생으로 Flash PE팀에서 '머신러닝 기반 불량 예측 모델 제작' 프로젝트 수행""]}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['반도체 경쟁력 강화에 대한 확신', '다양한 배경을 가진 구성원과의 시너지 발휘'], '태도': ['목표를 향한 확신', '끊임없는 도전 정신', '협업을 통한 문제 해결 의지', '다양한 의견을 존중하고 소통하는 태도'], '핵심경험': ['교환학생 지원을 위한 영어 실력 향상 노력', '3번의 토플 시험을 통한 목표 달성', 'Cross Border Digital Trade 강의에서의 팀 프로젝트 진행', '블록체인을 이용한 SCM 주제로 팀원 역량에 맞게 업무 배정', '구글닥스와 메신저를 활용한 소통 및 피드백 과정']}"
18,삼성전자,수도권4년,산업경영공학과,2020년 하반기,신입,생산관리/품질관리,3.67,"{'토익': 885, '토스': 'Level6'}",0.0,0.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['생산관리 직무에서의 모든 부분의 업무 수행 가능성', 'All around player로 성장 가능성', '삼성전자에서의 업무 수행 적합성'], '태도': ['후배 및 유관부서 실무자에게 존경받는 선배로 인식되려는 꿈', '업무 태도, 방식, 커뮤니케이션 관찰을 통한 자기 발전 의지', '조직에 빠르게 적응하려는 노력'], '핵심경험': ['대학교 2학년 때 데이터베이스 응용 및 설계 과목 수강', 'SQL을 통해 데이터 추출 경험', 'OOO에서 기체 부품 생산관리 업무 수행', '생산기획, 원자재 사용 최적화, 생산량 달성 경험']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['팀워크 중시', '끈기와 포기하지 않는 자세', '조직 적응력', '문제 해결 능력'], '태도': ['책임감 있는 자세', '정보 공유의 중요성 인식', '상호 이해와 협력', '어려운 상황에서도 포기하지 않는 의지'], '핵심경험': ['수영 선수로서 팀원들과의 대회 준비 및 동메달 수상', '졸업 프로젝트에서 팀원들과의 협력 및 문제 해결', '물류센터에서 피킹/분류 아르바이트 경험']}"
19,삼성전자,서울4년,경영학과,2022년 상반기,신입,영업/제휴,4.32,"{'토익': 985, '오픽': 'IH'}",2.0,2.0,1.0,1.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': [""고객과의 최접점에서 데이터를 확보할 수 있는 D2C 플랫폼 '삼성닷컴' 보유"", '고객 데이터 기반의 온라인 판매 전략 기획 가능성'], '태도': ['고객 경험 혁신에 대한 열정', '영업인의 역할에 대한 확고한 신념', '데이터 기반의 전략 수립에 대한 의지'], '핵심경험': ['온라인 마케터로서의 1년간의 경험', '고객의 구매 여정을 실시간으로 파악하고 대응한 경험', '온라인 구매 여정에 대한 이해를 바탕으로 전략 수립 의지']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['데이터 기반 의사 결정 중시', '고객 인사이트 반영한 전략 수립', '차별화된 서비스 제공'], '태도': ['끊임없는 도전 정신', '직접 고객과의 소통 중시', '성장과 학습에 대한 의지'], '핵심경험': ['중고거래를 통한 패션 컨설팅 서비스 판매', 'N사와의 마케팅 산학협력 참여 및 데이터 분석', 'K사 공모전 참가 및 플랫폼 아이디어 제안']}"
20,삼성전자,서울4년,전기전자계열,2020년 상반기,신입,엔지니어링,3.4,"{'토스': 'Level6', '오픽': 'IH'}",0.0,0.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['반도체 패키지 개발 및 양산에 이바지하고자 하는 목표', '삼성을 세계 일류 반도체회사로 성장시키고자 하는 의지'], '태도': ['적극적인 소통을 통한 팀원과의 교류 및 발전 의지', '현 기술에 안주하지 않고 끊임없이 노력하고 도전하는 자세', '고객의 Needs를 파악하고 고객의 이익과 만족을 우선시하는 태도'], '핵심경험': ['반도체장비설계 및 반도체제조공정 수업을 통한 반도체 전반의 이해', 'Defect를 찾아내고 결점을 개선하기 위한 개발 및 Simulation 활동']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['메모리, S.LSI 반도체 Package 개발 및 생산, TEST, 제품 출하 전체 Process 파악', '직무에 국한되지 않고 전체를 고려하는 역량', '다양한 회사 체계 경험'], '태도': ['열정적인 태도', '적극적인 자세', '모든 일에 호기심', '끝까지 파고들어 알아내려는 마음가짐'], '핵심경험': ['대학교 시절 방학마다 인턴 및 단기계약직 경험', '학교 내 FAB 연구원과의 만남', '반도체설계 수업에서 Clean Room 공정실습 진행', '연구원의 열정적인 강의에 자극받아 반도체 공부 지속']}"
21,삼성전자,고졸,자격증 7개,2021년 하반기,신입,생산/제조,0.0,{},0.0,0.0,0.0,0.0,Q1.자기소개 (400자 이내)보기,"{'기업성': ['삼성전자 ds에 입사 의지', '업무 매뉴얼에 따른 능동적 대처', '미래 지향적 기여'], '태도': ['경청하는 자세', '상대방에 대한 공감과 배려', '신뢰 구축', '업무 성실 수행'], '핵심경험': ['학교생활에서 체계적인 계획 수립', '부족한 점 개선 노력', '동아리 활동', '팀프로젝트 활동']}",Q2.장점(200자 이내)보기,"{'기업성': [], '태도': ['꼼꼼함', '하루를 되돌아보는 자세', '조언을 메모하고 이해하는 태도'], '핵심경험': ['셀프 플래너를 매일 작성하여 하루 관리', '실습시간 선생님의 기계조작에 대한 조언 메모', '모든 실기 시험을 한번에 합격']}"
22,삼성전자,고졸,자격증 4개,2021년 하반기,신입,엔지니어링,0.0,{},0.0,0.0,0.0,0.0,Q1.자기소개 (400자 이내)보기,"{'기업성': ['전자와 다른 분야 기술의 융합을 통한 새로운 가능성 창출', '삼성전자를 위한 기여 의지'], '태도': ['창의적 문제 해결 의지', '기술 융합에 대한 열정'], '핵심경험': ['발명특허 특성화고 재학 중 다양한 창의발명경진대회 출전', '기술을 융합한 발명품 고안 및 우수한 성적 획득', '3D프린터로 출력한 소형 걸쇠를 부착한 핀셋 제작', '납땜 작업 시 연기 흡입 방지 아이디어 고안 및 구현']}",Q2.장점(200자 이내)보기,"{'기업성': [], '태도': ['세밀함', '꼼꼼함', '상대방에 대한 배려', '원만한 관계 유지'], '핵심경험': ['일정 관리 위한 메모 작성', '상대방 정보 메모 및 기억']}"
23,삼성전자,서울4년,기계공학과,2021년 하반기,신입,엔지니어링,3.9,"{'토익': 905, '토스': 'Level8'}",0.0,0.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['차세대 네트워크 장비 개발에 대한 공학적 지식 요구', '해석과 검증의 Trend 반영', '5G 차세대 기지국 기술 선도', '세계적인 수준의 기구 설계'], '태도': ['통신 장비 발전의 혜택을 누구나 누릴 수 있도록 함', '고객과 유지 보수, 개발 책임에 대한 인식', '믿을 수 있는 설계 효과 추구', '개발 프로세스 전반의 효율 혁신'], '핵심경험': ['진동 및 소음 저감, 냉각 효율 증대, 구조 안정성 평가를 통한 장비 개발', '환경을 구현한 모델 갱신을 통한 해석 결과의 신뢰성 확보', 'CAE 사용의 강점을 극대화한 경험']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['기계공학과 진로 확립', '전산해석 및 소프트웨어 제품군 학습', '산업 동향 인지 및 도구 갱신'], '태도': ['호기심과 탐구 정신', '효율적인 문제 해결을 위한 지속적인 지식 쌓기', '협업을 통한 프로젝트 참여'], '핵심경험': ['프라모델 조립 및 탐구 대회 수상', '스마트폰 열과 휘어짐에 대한 의문', '유한요소해석 강의 수강', 'SW 융합전공 장학생 선발', '전산유체역학 및 전산구조역학 수강', '최적설계 연구실 학부 연구생 활동', '현대자동차 EV 1D 모델 개발 프로젝트 참여', '대학원 유한요소법 강의 청강', '배터리 및 모터 스터디 참석']}"
24,삼성전자,서울4년,무역학과,2021년 상반기,신입,영업/제휴,3.92,"{'토익': 895, '오픽': 'IH'}",6.0,10.0,0.0,3.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['삼성전자의 국내영업 전문가로 성장하고자 하는 목표', '세계 최고의 전자제품 제조 업체로서의 위상', '최고의 제품을 생산하는 회사에서의 영업 직무'], '태도': ['전문가에 대한 동경과 자신감 있는 태도', '자신만의 노하우 개발을 위한 지속적인 고민', '업무에 대한 성실한 임무 수행 의지'], '핵심경험': ['9번의 수상경력을 통한 실패와 성공의 반복', '대학생활에서의 더 나은 방법 탐구 과정']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['스마트 시티 관련 제품 개발', '한국 시장 진출을 위한 외국계 스타트업 지원', '협력업체 등록의 어려움'], '태도': ['문제 해결을 위한 창의적 접근', '논리적 사고의 중요성 인식', '책임감 있는 영업사원으로 성장 의지'], '핵심경험': ['9번의 수상경력', '2번의 해외 박람회 참가', '외국계 스타트업의 한국시장 유치 지원 프로젝트', '스마트시티 관련 업체와의 미팅 주선', '동시통역 및 산업 정보 번역 업무 수행']}"
25,삼성전자,수도권4년,항공우주공학과,2021년 상반기,신입,생산관리/품질관리,3.6,"{'토익': 880, '오픽': 'IM2'}",0.0,11.0,1.0,1.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.보기,"{'기업성': ['삼성전자 반도체 연구소의 세계 최고의 기술 연구', '글로벌 메모리 반도체 1위 자리를 30년간 유지', '차세대 예지 보전 설비관리 특허보유 목표'], '태도': ['문제 해결을 위한 현장 관심', '유지관리 프로세스 개선 노력', '설비 전문가로 성장 의지', '종합 반도체 부분 세계 1위 목표 달성 기여'], '핵심경험': ['삼성전자 화성캠퍼스 신설 현장에서의 반도체 설비 관심 증대', '가스관 설치 현장에서의 배관 시공 간접 경험', '단위공정 설비팀 근무 계획', '산화 및 증착 공정 설비기술팀에서의 열역학적 지식 습득', '삼성전자의 직무 심화 양성프로그램 활용']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)보기","{'기업성': ['설비기술 전문가로 성장할 수 있는 가능성', '배움에 대한 자신감', '문제 해결 능력과 창의력 중시'], '태도': ['시행착오를 통한 배움의 자세', '포기하지 않고 꾸준히 탐구하는 자세', '사소한 문제도 소홀히 하지 않는 자세'], '핵심경험': ['CATIA 프로그램을 이용한 지게차 모델링 경험', 'Android Studio 프로그램 학습 및 호신용 애플리케이션 개선 프로젝트', 'PID 제어를 통한 전동모터 개발 및 경진대회 수상 경험']}"
26,삼성전자,대학원,컴퓨터공학과,2021년 상반기,신입,엔지니어링,4.44,"{'토익': 765, '오픽': 'IM1'}",2.0,7.0,0.0,0.0,Q1.취미/특기보기,"{'기업성': ['창의성 중시', '기술적 역량 강조', '팀워크 중요시'], '태도': ['협업을 통한 문제 해결 의지', '지속적인 자기 개발 추구'], '핵심경험': ['농구와 볼링을 통한 팀워크 경험', '레트로게임기 제작 경험', '영화 분석을 통한 비판적 사고 능력']}",Q2.존경인물보기,"{'기업성': ['창의적 문제 해결 능력 중시', '팀워크와 협업 강조', '고객 중심의 서비스 제공'], '태도': ['긍정적인 사고', '상호 존중의 협업 태도', '조직의 목표 달성을 위한 기여 의지'], '핵심경험': ['다양한 팀 프로젝트 참여', '고객 서비스 개선 프로젝트 수행', '창의적 아이디어 제안 및 실행']}"
27,삼성전자,서울4년,어문계열,2021년 상반기,신입,기획/경영,3.9,"{'토익': 975, '오픽': 'AL'}",1.0,0.0,0.0,0.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. / 700자 (영문작성 시 1400자) 이내보기,"{'기업성': ['삼성전자의 신제품 사용 경험', '1등 혁신기업으로서 인류의 편의에 이바지하는 노력', '청소년 교육을 위한 아카데미 운영', ""첨단 폐수처리 설비 '그린동' 건설""], '태도': ['경영이념에 감화된 소비자에서 경영지원 직무로의 발전 의지', '임직원들을 뒷받침하고 발전에 기여하고자 하는 의지', '불확실성 속에서도 위기를 기회로 만드는 전략적 사고'], '핵심경험': ['소비자의 니즈와 글로벌 경제 흐름에 대한 정보 및 지식 습득', '데이터 분석 및 가공을 통한 의사결정 지원']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능) / 1500자 (영문작성 시 3000자) 이내보기","{'기업성': ['사회적 책임 강조', 'ESG 경영 실천', '사회적 약자를 위한 사회공헌 활동'], '태도': ['끈기 있는 이의 제기', '사명감과 책임감', '젠더 평등과 사회적 약자 수호'], '핵심경험': ['교환학생과의 친분 형성', '여성 전자 정비사 양성 직업훈련사업 참여 경험']}"
28,삼성전자,서울4년,화학공학부,2021년 상반기,신입,생산관리/품질관리,3.87,"{'토익': 860, '오픽': 'IH'}",2.0,2.0,0.0,1.0,Q1.삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. 700자 (영문작성 시 1400자) 이내보기,"{'기업성': ['초격차 유지', '세계 1등 기업', '반도체 시장 고도화', '7세대 V-NAND 더블스텍 기술 적용', '100단 낸드 이상 싱글스텍', '메모리 시장 선도'], '태도': ['공정 수율 개선 의지', '품질 향상 목표', '최선을 다하는 자세', '협업을 통한 성장'], '핵심경험': ['공정 데이터 분석', 'CTQ 관리 경험', '진공 및 플라즈마 관련 지식', '새로운 플라즈마 소스 개발', '고선택비 맞춤형 식각 경험']}","Q2.본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능) 1500자 (영문작성 시 3000자) 이내보기","{'기업성': ['반도체에 대한 관심', '화학공학 전공', '반도체 지식 및 화공엔지니어 역량 증대'], '태도': ['책임감과 끈기', '성실한 업무 수행', '팀원과의 협업', '데이터 기반 공정 관리'], '핵심경험': ['전자재료 및 소자, 유기, 물리, 무기 화학 전공과목 수강', 'NCS반도체교육 수강', '반도체 공정실습에서 웨이퍼 제작', '화학공장 설계 프로젝트 참여', '생산량 20% 향상 경험', '6시그마 그린벨트 취득 및 DMAIC 기법 활용', '증류탑 추가 설계 및 최적화']}"
