기업명,직무명,담당업무,필요역량
우리은행,금융/재무,기술신용평가,"성별, 나이 제한 없음, 병역필 또는 면제자, 자연계열 박사, 변리사, 기술사, 기술신용평가사 1급 보유자, 국공립연구기관 기업부설연구소 근무 연구원 (경력 3년 이상), 기술평가업무 종사 경력자 (경력 2년 이상), 지식재산 가치평가 경력자"
우리은행,금융/재무,"신규고객 발굴, 상담 및 금융상품 판매, 전담 기업 관리 및 영업지원 업무 수행, 고객 종합자산관리 컨설팅 제공","학력/연령/성별 제한 없음, 병역필 또는 면제자, 해외여행 결격사유 없음, 한국 내 취업 결격사유 없음, 전문자격증 보유자, 금융 관련 자격증 보유자, 외국어 성적 우수자, 장애인, 국가유공자"
우리은행,데이터,"금융 특화 언어모델 개발 및 언어모델 기반 서비스의 구현 및 검증, 최신 자연어처리 기술 적용 신사업 관련 업무","석사 이상 학위 보유자, 관련 분야 전공자, 인공지능 모델링 관련 프로젝트 경험 보유자, 금융 분야 프로젝트 경험 보유자, 금융 및 분석/모델링 관련 자격증 소지자, 관련 프로젝트 경험 보유한 분"
현대건설,법률/법무,"해외 계약 검토 및 법률 자문, 해외 법 리서치 및 의견서 작성, 수행 프로젝트 계약/법률 자문, 해외 소송/중재 등 분쟁 관리 및 수행","영미권 변호사 또는 국내 변호사 자격 소지자, 영어 능통자, 대기업 또는 건설/에너지 업계 근무 경험 보유자, 국가보훈 대상자 및 장애인 우대"
현대건설,기획/경영,"건설장비 매뉴얼 제작 및 검토, 매뉴얼 번역 및 용어 검수, 비용 처리 및 기타 행정 지원","전문학사 이상, 공학계열 전공, 비즈니스 영어 활용 능력 우대, 편집 프로그램 사용 능력 우대 (일러스트, 포토샵 등)"
현대건설,"택사업' : '기획/경영',  
'기계-설비공학' : '엔지니어링',  
'전기-전자공학' : '엔지니어링',  
'토목공학' : '엔지니어링',  
'건축공학' : '엔지니어링',  
'사회-상경계열' : '기획/경영'  ",해당 내용 없음,"4.5점 만점 기준 3.0 이상, 토익 700점 이상 또는 TEPS 600점 이상, 2023년 5월 1일 이후 취득한 공인어학 성적 제출, 영미권 하외 대학 졸업(예정)자 제외, 안전 분야 자격증 소지자, 국가 보훈대상자 및 장애인"
현대건설,"행: 기획/경영  
- 사업지원: 기획/경영  
- 기술영업: 영업/제휴  
- 수주영업: 영업/제휴  
- 인사: 인사/총무  
- 총무: 인사/총무  
- 글로벌 마케팅: 마케팅/시장조사  
- 품질: 생산관리/품질관리  ","공사계획 수립 및 이행, 품질관리, 예산관리, 계약관리, 인허가관리, 입찰서 업무 지원, 해외 신규사업 발굴 및 현지 네트워크 관리, 임직원 교육프로그램 기획/운영, 복지제도 기획/운영, 해외 영업/마케팅, 현장 근로자 품질교육 기획/운영","전기-전자공학, 원자력공학, 자연계열 전공, 4.5점 만점 기준 3.0 이상, 4급 이상 또는 사회통합프로그램 5단계 이상 이수자, 2023년 5월 1일 이후 취득한 공인어학성적 제출 또는 한국이민영주 적격시험 합격증 제출, 특별히 명시된 우대사항 없음"
현대건설,영업/제휴,"공사계획 수립, 시공관리, 품질관리, 공정관리, 원가관리, 리스크 관리, 예산관리, 계약관리, 협력업체 관리, 인허가 관리, 재개발, 재건축","기졸업자 및 2025년 2월 졸업예정자, 2.5점 만점 기준 3.0 이상, 토익 700점 이상 또는 토플 80점 이상 또는 IELTS 6.0 이상, 2022년 11월 1일 이후 취득한 공인어학성적 제출, 안전분야 자격증 소지자 우대, 국가 보훈대상자 및 장애인 우대"
현대건설,생산관리/품질관리,"개발장비 성능 시험 보조 및 개선작업, 개발장비 및 시험장 관리, 구조 및 소음 진동 계측, 구조 및 진동 벤치시험, 검증 기계 전장 시스템 검증, 검증 기계 제어기 기능 검증 보조, 품질 개선 관리, 전장 부품 품질 관리, 하자품 창고 관리","기계/전기전자 관련 전공자, 건설기계운전/정비기능사 보유자, 제어기 94 코딩 가능자, 145 01866 활용 가능자"
현대건설,기획/경영,"시공관리, 품질관리, 공정관리, 예산관리, 협력업체 관리, 인허가, 도시정비영업, 재개발, 재건축 수주 및 추진, 프로젝트 원가 분석 및 투입 적정성 검토, 공사 관련 리스크 및 대응 방안 검토, 계약 관리, 자재 관리, 노무 관리","정규 4년제 대학 졸업자, 학점 3.0 이상, 기술직 TOEIC 700점 이상 또는 TOEFL 80점 이상 또는 TEPS 600점 이상, 사업 관리/영업 TOEIC 800점 이상 또는 TOEFL 100점 이상 또는 TEPS 700점 이상, 2022년 5월 1일 이후 공인어학성적 제출, 영어권 해외 대학 졸업(예정)자 제외, 해외 근무 결격 사유 없음, 국가 보훈 대상자 및 장애인 우대"
현대건설,전문직,"해외 국가 정부기관 및 발주처 통역, 국제회의 및 기업 행사 동시 통역","해외 통역 경력 보유, 대학교 학사 이상 (영어/영어 통번역 전공), 외국어 작성 및 감수 능력, 주요 인사 통역 경험, 경력자 우대, 해외 프로젝트 업무 지원 경험, 영업/입찰/계약 관련 사항 검토 경험, 전역 예정자 및 군 복무 중인 자"
현대건설,연구개발,"수소 액화수소 생산 및 저장 요소기술 개발, 고온수전해 모듈 요소기술 개발, 폐플라스틱 자원화 기술 개발, 개질 합성가스 기반 화합물 생산 공정 개발, 소형 원전 개발 및 기계 설계 수행, 원자로 제어/보호/감시 계통 설계, 공정 개발 및 개선, 건물 에너지 효율화 솔루션 개발, 층간소음 해석 및 제어 연구, 부유식 해상풍력 하부 구조 기술 개발, 건설 시공 로봇 개발, 버티포트 기술 및 과제 발굴","관련 학과 전공자, 석사학위 이상 소지자, 관련 업무 경력 보유자, 박사학위 소지자"
포스코인터내셔널," 국내외 영업: 영업/제휴  
2. 에너지 강재: 기획/경영  
3. 자동차 강재: 기획/경영  
4. 발전 사업 개발: 기획/경영  
5. 터미널 사업 개발: 기획/경영  
6. 전력 거래: 기획/경영  
7. 계전 엔지니어: 엔지니어링  
8. 기계 엔지니어: 엔지니어링  
9. 신규 개발: 개발  
10. 재무/회계: 금융/재무  
11. 지질/탐사 자료 해석: 연구개발  ","발전소 기술 지원 및 정비, 발전 설비 운영 및 관리, 신규 사업 및 자산 기술/가치 평가, 사업별 경제성 평가 및 기획 관리","최종 학력: 학사 이상, 관련 전공, 학점: 4.5점 만점에 3.0 이상, 관련 자격증 소지자, 외국어 능력 우수자, 해외 근무 가능자"
포스코인터내셔널,기획/경영,글로벌 종합사업 관련 업무,"경력직 채용에 적합한 자격 요건, 보훈대상자 및 장애인 등 취업보호 대상자"
포스코인터내셔널,"획: 기획/경영
- 프로젝트 추진: 기획/경영
- 영업(철강): 영업/제휴
- 영업(곡물): 영업/제휴
- 발전사업 개발: 기획/경영
- 사업개발: 기획/경영
- 자원개발: 기획/경영
- 엔지니어: 엔지니어링","재무/회계, 경영지원, 전사 업무 추진 및 지원, 시스템 도입 및 관리, 철강 국내외 영업 및 사업 개발, 곡물 국내외 영업 및 사업 개발, 신규 발전사업 개발 발굴 및 기술 검토, 터미널 사업 개발, 탐사/평가정 기술자료 분석, 매장량/탐사 유망성 평가, 관련 도면 검토, 구매 관리, 제작 현장 파견","졸업 또는 2025년 2월 이전 졸업 예정자, 2025년 1월 입사가 가능한 자, 성적: 최종학교(학사) 누계평점 4.5점 만점 3.0 이상, 영어(필수): 토익스피킹 41L(160점) 또는 OPIc IM 이상, 제2외국어(선택): 2023년 11월 이후 성적만 인정, 병역: 2025년 1월 1일 이전 병역 필(예정) 또는 면제자, 우대사항: 중국어, 일본어, 스페인어 우수자, 석사, 석유공학"
포스코인터내셔널,생산관리/품질관리,전문기술직,"고졸 이상, 남성 병역 또는 면제자, 해외여행 결격사유 없음, 기졸업자 또는 2024년 8월 졸업 예정자, 교대근무 가능자, 기계/전기/전자/화공 관련 자격증 보유자, 봉사활동 참여자, 다문화가정 자녀, 군 장교/부사관, 한국사/어학 성적 보유자, 영어 회화 가능자"
포스코인터내셔널,법률/법무,"국내외 컴플라이언스 업무, 법률 자문 및 송무 업무, 국내외 조직 법률 자문/송무 및 투자 프로젝트 법무 검토","국내 또는 해외 변호사 자격증 소지자, 경력 5년 이내, 영어 회화 상급, 법률 자문 및 송무 업무 경험, 국내외 조직 법률 자문/송무 및 투자 프로젝트 법무 검토 경험"
포스코인터내셔널,기획/경영,메타버스 가상 오피스에서 직무 멘토의 코칭과 함께 현업 커리어 과제 수행,"영어(필수): 토익 스피킹 160점 또는 011 이상, 남성의 경우 병역 필(예정) 또는 면제자"
포스코인터내셔널,영업/제휴,"영업 및 사업 개발, 사업 관리, 기술 검토, 예산 관리","상경/전산 관련 전공, 석사 전공 우대, 중국어, 일본어, 스페인어 우수자, 해외 근무 가능자, 관련 기사 자격증 보유자, 기졸업 또는 2024년 8월 이전 졸업 예정자, 최종학교 누계평점 3.0 이상, 영어 토익스피킹 160점 이상 또는 토익 800점 이상, 제2외국어 성적 인정"
쿠팡,마케팅/시장조사,"퍼포먼스 마케팅 전략 수립, 마케팅 목표 달성을 위한 채널별 전략 수립, 퍼포먼스 마케팅 집행, 대행사를 통한 다양한 마케팅 캠페인 집행","캠페인 집행 및 운영 경험, 모바일 광고 및 데이터 분석 능숙, 광고 퍼포먼스 분석을 통한 최적화 경험, 서비스 또는 배달 산업 관련 이해도, 데이터 핸들링 관련 역량, 취업 보호 대상자 채용 우대"
쿠팡,영업/제휴,"고객 관리, 광고 영업, 맞춤형 솔루션 제안","세일즈 및 광고 대행사 유관 경험, 광고 이해도, 면대면 커뮤니케이션 역량, 목표 달성을 위한 적극적 행동, 광고주 니즈 분석 경험"
쿠팡,서비스/고객지원,"스포츠 서비스 라이브 중계 운영, 중계 운영 메타데이터 맵핑 및 검수, 채팅창 관리, 이미지 제작 의뢰, 스포츠 서비스 콘텐츠 운영, 콘텐츠 검수, 콘텐츠 제작 의뢰","학사 이상의 학력, 스포츠 콘텐츠에 대한 관심, 이용자의 관점에서 서비스 이해"
쿠팡,기획/경영,직무에 대한 구체적인 설명 기재 필요,"학력 기재 필요, 1년 이내 경력, 기타 자격조건 기재 필요, 우대사항 기재 필요"
쿠팡,엔지니어링,"설비 보전, 안전/운영 개선, 신규센터 및 라인 구축, 전산화 관리","관련 학과 졸업, 관련 자격증 보유, 관련 경력 1년 이상, 주간/야간 2교대 혹은 3교대 근무 가능자, 인근 거주자"
쿠팡,마케팅/시장조사,"매출 증대를 위한 광고 솔루션 유선 영업, 대면 영업 및 고객사 방문을 통한 광고 컨설팅, 광고주들의 니즈와 페인포인트 발굴 및 분석","광고 영업 커리어 시작 희망자, 목표 설정 및 달성 능력, 광고 대행사 유관 경험, 광고 이해도, 고객 관리 및 영업 경험, 면대면 커뮤니케이션 역량"
쿠팡,마케팅/시장조사,"쿠팡이츠의 광고 상품에 대한 신규 광고주 모집 영업, 신규 광고주 발굴 및 기존 광고주와의 파이프라인 관리, 대면 영업 및 고객사 방문을 통한 광고 컨설팅, 광고주들의 니즈와 페인포인트 발굴 및 분석","광고 영업 커리어를 시작하고 싶은 분, 고객 관리 및 영업 경험, 면대면 커뮤니케이션 역량"
쿠팡,인사/총무,"입사 지원자 스크리닝, 입사 지원자 관리, 채용 프로세스 관리, 기타 업무 지원","빠른 환경에서 유연하게 업무 수행, 커뮤니케이션 능력, 기본적인 엑셀 함수 사용 가능, 관련 경험, 데이터 분석 및 리포트 작성 능력"
쿠팡,기획/경영,"신규 타이틀 및 에피소드 메타데이터 관리, 기본 정보 입력 및 수정, 메타데이터의 정확성 및 일관성 유지, 자막 매핑 및 점검, 자막의 최종 점검 및 오류 수정","현재 대한민국 거주, 꼼꼼한 업무 처리, 학사 이상 학력 (휴학생 지원 가능), 다양한 콘텐츠 및 미디어 업계 관심, 팀워크/협업 인지, 영어 커뮤니케이션 가능 (비즈니스급 이상), 관련 직무 수행 경험, 관련 직무 경험 우대"
쿠팡,기획/경영,,
쿠팡,마케팅/시장조사,"광고 솔루션 제안, 고객사 목표 구현, 고객 관리","신입 가능, 2025년도 2월 졸업예정자, 고객 관리 및 영업 경험, 면대면 커뮤니케이션 역량"
쿠팡,서비스/고객지원,"고객사 모집 및 가입 유도 전화, 맞춤형 컨설팅 진행","진취적인 마인드, 영업 커리어 시작 희망자, 목표 달성을 위한 노력, 업무 우선순위 관리 능력, 대화와 소통을 즐기는 분, 고객 관리 및 영업 경험, 요식업 분야 경험, 뛰어난 커뮤니케이션 역량"
쿠팡,마케팅/시장조사,"기획 문서 작성, 디지털 마케팅 캠페인 기획 및 실행, 시장 조사, 소셜 미디어 성과 분석","관련 전공 또는 경력, 디지털 마케팅 이해 및 경험, 소셜 미디어 플랫폼 활용 능력, 데이터 분석 및 보고서 작성 능력, 팀워크 및 커뮤니케이션 능력, 마케팅 관련 인턴 경험, 영어 또는 기타 외국어 능력, 데이터 분석 도구 사용 경험, 창의적 문제 해결 능력"
쿠팡,마케팅/시장조사,"신규 광고주 모집을 위한 아웃바운드 영업, 광고주의 니즈를 파악하여 맞춤 광고 컨설팅, 쿠팡이츠에 입점한 스토어들의 매출 향상을 위한 광고 입점 영업","광고 영업 커리어를 시작하고 싶은 분, 스스로 높은 목표치를 세우고 이를 달성하기 위해 적극적으로 행동하는 분, 우선 순위를 스스로 설정하고 이에 대한 관리가 능숙한 분, 세일즈, 광고 대행사 등의 경험이 있는 분, 광고에 대한 이해도가 있는 분, 고객 관리 및 영업 경험이 있는 분, 면대면 커뮤니케이션 역량이 뛰어난 분"
쿠팡,기획/경영,,
쿠팡,기획/경영,"광고 운영 및 관리, 미디어 믹스 제안 및 운영, 광고비 효율적 사용을 위한 솔루션 제공, 광고 효율 극대화를 위한 업무 프로세스 점검 및 관리","전문학사 이상의 학력, 다양한 유관부서와의 커뮤니케이션 및 협업 가능, 관련 분야 경험자, 데이터 분석 능력 보유자, 광고 및 마케팅 관련 지식 보유자"
쿠팡,기획/경영,,
쿠팡,마케팅/시장조사,"쿠팡 광고를 사용 중인 판매자 인큐베이션, 쿠팡 광고를 사용 중이지 않은 판매자 광고 컨설팅 및 문의 지원","전문 지식을 기반으로 한 설득 커뮤니케이션, 능동적인 인/아웃바운드 전화 업무, 이커머스/디지털 광고 이해도, 중급 이상의 엑셀 활용 경험, 쿠팡 본사 소속 계약직, 3개월 단위 계약 연장, 18개월 이상 재직 시 정규직 전환 가능"
쿠팡,마케팅/시장조사,"커뮤니케이션, 요구사항 파악, 업무 우선순위 수립, 목표 달성","커뮤니케이션 스킬, 세일즈 업무 경험 1년 이상, 온라인 광고 계정 관리 경험, 광고 솔루션 관련 경험, 팀 협업 경험"
쿠팡,"발자: 개발  
모바일 개발자: 개발  ","고가용성 시스템 개발 및 운영, 시스템 성능 개선, 차세대 웹 어플리케이션 개발 및 운영, 공통 모듈 및 프레임워크 개발, 다양한 프로덕트 및 서비스 개발, 기능 개발 및 운영, 아키텍처 설계 및 개선","경력 2년 미만, 컴퓨터 과학 혹은 동등한 분야의 학위 소지자, 프로그래밍 언어로 코딩 테스트 진행 가능, 병역 필 또는 면제자, 해외여행에 결격 사유가 없는 분, 자기주도적이며 복잡한 문제 해결을 좋아하시는 분, 서비스 개선에 대한 열의와 적극적 태도가 있으신 분, 영어 커뮤니케이션 가능하신 분, 개인 프로젝트 진행 경험이 있으신 분, 팀으로서 협업할 수 있는 분"
쿠팡,기획/경영,,
쿠팡,기획/경영,,
쿠팡,데이터,"온라인 보이스 수집 및 부정적 루머 확산 감지, 신규 서비스 런칭 시 프로세스 구축, 수집된 데이터 정량화 및 고객 서비스 개선 방향 제시","관련 부서 경험 또는 고객 중심 마인드셋, 적극적이고 변화에 빠르게 적응하는 자세, 고객 경험 개선 참여 경험, 중급 이상의 엑셀 및 데이터 분석 도구 활용 능력"
쿠팡,엔지니어링,"물류센터 자동화 설비 관리, 물류 자동화 설비의 기계/전기 문제 발생 시 현장 대응 및 대응 시간 단축","설비 유지 보수 경력 4년 이상, 자동화 설비 점검/진단/유지보수 경험, 기계자동화/전기 관련 기능사 또는 그 이상의 자격증 보유, PLC 로직 수정 및 프로그램 작성 경험, 데이터 관리 경험, 자동화 설비 고장 대응 및 사전 예방 활동 경험, 자동화 장비 경험, 엔지니어 교육 및 계획 수립 경험, 주/야간 교대 근무 가능자, 인근 거주자"
쿠팡,기획/경영,"최적화된 배달비 기획, 비용 절감을 통한 사업 수익성 개선, 성과 지표 분석, 문제점 발굴 및 프로세스 개선, 프로모션 및 분석을 통한 모집 개선, 가설 수립 및 테스트 실행","0~3년 경력의 이커머스 플랫폼 경험, 데이터 활용 가능 (SQL, Python 등), 조직 운영 경험 또는 팀 리드 경험, 데이터 분석을 통한 비즈니스 문제 해결 경험, 프로젝트 주도적 수행 경험, 데이터 또는 통계 관련 전공 또는 유관 업무 이력, 영어 의사소통 가능"
쿠팡,미디어/홍보,"영상 편집 및 제작, 영상 기획 및 구성, 커뮤니케이션","영상 편집 능력, 영상 구성 능력, 원활한 커뮤니케이션 능력, 어도비 애프터 이펙트 중급 이상, 7년 이상 영상 편집 경력, 영어 구사 능력"
쿠팡,기획/경영,"리테일 비즈니스 서비스 기획 및 운영 프로그램 관리, 신규 서비스 런칭을 위한 시장 조사 및 프로젝트 관리, 프론트 서비스 및 백엔드 프로세스 개선","학사 이상, 7년 이상의 사업/운영/기획 이니셔티브 실행 경력, 프로젝트 기획 및 설계 경험, 비즈니스 영어 능력, 데이터 분석 및 활용 능력, 리테일 및 이커머스 관련 경험"
쿠팡,전문직,통번역 업무,"통번역 관련 전공 또는 자격증 소지자, 관련 경력 2년 이상, 영어 및 한국어 능통자, MS Office 활용 능력, 외국어(중국어, 일본어 등) 능력 보유자, 통번역 관련 자격증 소지자, 팀워크 및 커뮤니케이션 능력 우수자, 유연한 사고와 문제 해결 능력 보유자"
쿠팡,미디어/홍보,"작품 검토/기획, 제작 및 배포, 영문 자료 작성","영어가 모국어인 분, 문서 작성 능숙, 창작자의 의도 및 셀링 포인트 파악 능력"
쿠팡,기획/경영,"위반 상품 및 셀러 모니터링, 고객 및 내부 신고건 리뷰, 셀러 서류 리뷰 및 커뮤니케이션, 침해 상품 검토 및 조치, 업무 개선 제안","원활한 커뮤니케이션 능력, 컴퓨터 활용 능력 (엑셀, 워드 등), 꼼꼼함, 성실함, 이커머스 또는 오픈마켓 분야 경험, 브랜드 정보 이해, 지식재산에 대한 관심"
쿠팡,기획/경영,"상품 결함 모니터링, 가격 제공, 카탈로그 정보 등록/수정/삭제, 중복 아이템 제거, 시스템 결과 검증, 데이터 접근 및 분석","변화에 빠르게 적응 가능, 데이터 기반 커뮤니케이션 능숙, 데이터 기반 인사이트 도출 경험, 프로젝트 주도 경험"
쿠팡,영업/제휴,"중소형 광고주 대상 광고 영업 및 컨설팅, 광고주의 비즈니스 성장 비전 제시, 광고 투자 확대를 위한 세일즈 방안 수립, 광고 프로덕트의 효과적인 활용 지원, 데이터 분석을 통한 투자 성과 지원","영업 업무 경력 2년 이하 또는 광고 영업 신입 환영, 플랫폼과 이커머스 광고에 대한 이해, 광고 영업 경험, 데이터 분석 및 활용 능력, 커뮤니케이션 및 협업 능력"
쿠팡,데이터,"데이터 분석 및 업무 자동화, 시스템 개발 및 관리, 쿠팡친구 배송 인센티브 계산 및 검증, 데이터 취합 및 관리","관리 경험, 엑셀 활용 능력, 관련 업무 경험, SQL 및 Python 관련 툴 사용 가능"
쿠팡,엔지니어링,"물류센터 자동화 설비 관리, 기계/전기 문제 발생 시 현장 대응","기계/전기 부문의 유지보수 및 설비 보전 이해, 물류센터 자동화 설비 관리 경험, 주/야간 교대 근무 가능, 직무 관련 자격증 취득자, 근무지 주변 거주자"
쿠팡,기획/경영,"고객 확보 영업 전략 개발, 쿠팡 광고 활성화, 리텐션 데이터 분석 및 인사이트 도출, 세일즈 콜 모니터링 및 피드백을 통해 매출 상승에 기여","영어 가능자, 데이터 기반의 논리적 사고 능력, 명확한 커뮤니케이션 능력, 학사 학위 취득 예정 대학(원)생, 관련 전공자, 데이터 분석 경험, 커뮤니케이션 및 협업 능력"
쿠팡,영업/제휴,중소형 광고주 영업,"광고 및 마케팅 관련 업무 경력 2년 이하, 대면/비대면 영업 또는 고객 응대 업무 경력, 목표 지향적이며 성과 지향적인 태도, 데이터 기반의 세일즈 전문가로 성장할 의지, 태블로, 파워 BI, 세일즈포스 등 다양한 툴 활용 경험, 광고, 플랫폼, 이커머스 비즈니스에 대한 이해"
쿠팡,인사/총무,"인사 업무 수행, 로켓배송 인사 제도 운영, 현장 관리자 및 본사 지원","학사학위 이상, 인사 업무 1년 미만 (신입 가능), 인사 전반에 대한 지식 보유"
쿠팡,영업/제휴,"카페, 음식점 대상으로 아웃바운드 콜을 통해 고객 리드 발굴, 영업 지원 업무, 타겟 고객 지표 관리","기본적인 엑셀 활용 가능, 명확하고 원활한 커뮤니케이션 가능, 신사업 부문과 함께 성장하고자 하는 목표 보유, 외식업 관련 업무 종사 경력, 디바이스 사용에 대한 기본적인 이해"
CJ제일제당,법률/법무,"송무, 민사, 형사, 행정/특혜 사건 수행, 분쟁 이슈 대응, 각종 계약서 및 서면 작성 및 검토, 법률 상담, 법률 실사 수행 및 지원, 유관 법령 및 제도 교육, 영문 계약 검토, 해외 법률 자문 및 소송, 해외 프로젝트 수행","국내/외 변호사 자격증 소지자, 리걸 마인드, 논리력, 분석력, 커뮤니케이션 스킬, 영어 능력 우수"
CJ제일제당,생산/제조,식품 제조 보조 업무,"고등학교 졸업 이상, 취업계 제출 가능자, 국가등록장애인 및 국가 보훈자 우대"
CJ제일제당,생산/제조,식품 제조 보조 업무,"국가 등록 장애인, 국가 보훈자"
CJ제일제당,"기 영업 전략: 영업/제휴
2. 기술 마케팅: 마케팅/시장조사
3. 미생물 기반 발효 공정 기술 연구 개발: 연구개발
4. 생물정보학 및 시스템 생물학: 연구개발

따라서, 각 직무명에 대한 분류는 다음과 같습니다:

- 중장기 영업 전략: 영업/제휴
- 기술 마케팅: 마케팅/시장조사
- 미생물 기반 발효 공정 기술 연구 개발: 연구개발
- 생물정보학 및 시스템 생물학: 연구개발","중장기 영업 전략 수립 및 실적/수급 관리, 신규 고객사 개발, 기술 마케팅, 미생물 기반 발효 공정 기술 연구 개발, 생물정보학 및 시스템 생물학","국내외 학사 또는 석사 학위 이상 소지자, 기졸업자 및 2025년 8월 이내 졸업 예정자, 국가등록장애인 및 국가보훈자 우대, 병역필 또는 면제자, 해외 주재 근무 가능자, 데이터 통계 분석 기반 디지털 마케팅 전략 수립 경험자, 연구 공정 조건 개발 및 시스템 개발 경험자, 생물학적 데이터 분석 및 모델링 경험자"
CJ제일제당," 제품 개발: 개발
2. 데이터 서비스 기획: 데이터
3. 온라인 마케팅: 마케팅/시장조사
4. 구매 (농산): 기획/경영

출력:
- 직무명: 개발
- 직무명: 데이터
- 직무명: 마케팅/시장조사
- 직무명: 기획/경영","재무/금융 관련 자격증 보유, 세무/회계 관련 자격증 보유, 통계, 컴퓨터공학 전공, 데이터 활용 능력, 디지털 미디어 활용 능력, 영어 능력 우수, 인사 제도 기획, 인재 채용 및 육성 경험, 성과 평가 및 보상 관련 경험, 학회, 인턴 및 프로젝트 경험","국가 등록 장애인 및 국가 보훈자, 해외 대학 유학생, 병역 필 또는 면제자"
CJ제일제당,연구개발,"식품 제품 개발 및 기반 기술 연구 수행, 경영 계획 수립 및 경영 회의체 운영, 데이터 분석 및 시각화를 통한 비즈니스 인사이트 창출, 자사몰 디지털 전략 수립 및 온라인 마케팅 기획, 구매(식품) 및 제품 원가 분석 기반 가격 협상, 인사 제도 기획 및 운영","상경계열 전공, 영어 능력 우수, 회계, 재무, 금융, 통계 관련 자격증 보유, 데이터 분석 및 시각화 도구 활용 능력 상급, 마케팅 관련 공모전 수상 경력 또는 대외 활동 경험, 국내 거주 외국인 유학생으로 비자 취득 및 국내 취업에 결격 사유가 없는 분, 한국어 능력 시험 4급 이상 보유자, 디지털 미디어 활용 능력, 온라인 마케팅 및 플랫폼 제휴 마케팅 기획 경험, 국내/글로벌 생산처 소싱 및 평가 경험, 인재 채용 및 육성 관련 경험"
CJ제일제당,"입 전형: 기획/경영
- 경영지원: 기획/경영
- 데이터 분석: 데이터
- 디지털 마케팅: 마케팅/시장조사
- 영업: 영업/제휴
- 생산 관리: 생산관리/품질관리
- 인사 관리: 인사/총무","노사협력 프로그램 운영, 경영전략 프로세스 기획, 데이터 분석 및 시각화를 통한 비즈니스 인사이트 창출, 브랜드 및 플랫폼 제휴 마케팅 기획 및 운영, 오프라인 경로 판매 프로모션 전략 수립 및 실행, 생산 공정의 효율성 및 품질 향상, 성과 평가 및 보상 관리","국내외 학사학위 이상 소지자, 영어 능력 우수, 공인노무사 자격 소지자, 관련 경험, 관련 전공 및 자격증, 경영학 전공"
CJ제일제당,생산/제조,"제품 생산 및 조작 운영, 기계장치 조작을 통한 제품 생산, 제조설비 보수 및 유지관리","고등학교 졸업 이상, 관련 전공 (기계, 전기 등), 제품 품질관리 및 분석, 국가등록장애인 및 관련 법에 의한 우대, 환경안전 관련 경험 (수질 검사 및 폐수 모니터링 수행)"
CJ제일제당,영업/제휴,"수출입 프로세스 업무 수행, 수불 및 재고 관리, 입출고 커뮤니케이션, 비용 및 예산 관리, 세금계산서 회계처리, 제품 클레임 대응, 영업 지원 서류 취합 및 검토","고등학교 졸업 이상, 1년 이상 유관 직무 경력, 수출입 및 물류 업무 경험, 영어 작문 가능 수준, 엑셀 및 전산관리 프로그램 자격증 보유 또는 유경험자, 물류/무역/회계 관련 자격증 보유자"
CJ제일제당,전문직,모집직무 미제공,"고등학교 졸업자 이상, 취업계 제출 가능자, 국가등록 장애인 및 국가보훈자 우대"
CJ제일제당,생산/제조,"제품 생산 운영, 제조 설비 보수 및 유지 관리, 제품 품질 관리 및 분석, 공장 내 수처리 시설 운영/관리","고등학교 졸업자 이상, 2025년 2월 및 8월 졸업 예정자 지원 가능, 취업계 제출 가능자, 결격 사유 없는 자, 관련 법에 의거하여 우대"
CJ제일제당,금융/재무,경리(재무/세무) 사무 업무 및 사업장 원가 업무,"관련 전공 학사 이상, 경리/세무/자금 관련 업무 경력 2년 이상, 관련 자격증 소지자, 엑셀 및 사무 전산 능숙자, 관련 분야 경력자, 국가등록장애인"
CJ제일제당,금융/재무,"경비, 자금 관리","회계, 세무, 재무 관련 전공, 대인 관계 및 커뮤니케이션 능력, 관련 경력 10년 이상, ERP 시스템 사용 경험 (SAP, Oracle 등), 부가세 및 세무 신고 경험, 관련 자격증 보유 (회계사, 세무사 등)"
CJ제일제당,법률/법무,신입 변호사,"국내 변호사 자격증 소지자, 3년 이하의 경력 보유자, 리걸 마인드, 논리력, 분석력, 커뮤니케이션 능력, 영어 커뮤니케이션 능력"
CJ제일제당,서비스/고객지원,"고객 응대, 점포 운영, 고객 관리, 매장 내 조리 및 주방 관리","고졸 이상, 서비스 마인드, 협업 및 커뮤니케이션 능력, 해외여행 결격 사유 없음, 외식/호텔관광 관련 전공자 우대, 외국어 회화 가능자 우대, 업무 관련 자격증 소지자 우대, 미쉐린 레스토랑 경험자 우대"
CJ제일제당," 영업/제휴
- 기술 마케팅: 마케팅/시장조사
- 연구개발: 연구개발
- 식품 개발: 개발

따라서, 각 직무명에 대한 분류는 다음과 같습니다:

- 영업: 영업/제휴
- 기술 마케팅: 마케팅/시장조사
- 연구개발: 연구개발
- 식품 개발: 개발","북남미, 인도네시아, 중국, 유럽 권역별 제품 담당, 해외 주재 근무, 미생물 기반 발효공정 기술 연구 개발, 식품용 솔루션 및 어플리케이션 개발","국내외 학사 또는 석사 학위 이상 소지자, 비즈니스 영어 회화 가능자, 제2외국어 능력 우수자, 축산기사, 수산양식기능사 등 자격증 소지자, 연구 유경험자"
